,State,State_abbrev,Year,Gender_baby,Education_level,Education_code,Births,Avg_age_mother,Avg_birth_weight(g)
927,District of Columbia,DC,2019,M,8th grade or less,1,133,30,3344.7
928,District of Columbia,DC,2019,M,9th through 12th grade with no diploma,2,378,25.6,3112.1
929,District of Columbia,DC,2019,M,High school graduate or GED completed,3,1023,27.2,3130.7
930,District of Columbia,DC,2019,M,"Some college credit, but not a degree",4,590,28.8,3160.3
931,District of Columbia,DC,2019,M,"Associate degree (AA, AS)",5,131,31.2,3214.9
932,District of Columbia,DC,2019,M,"Bachelor's degree (BA, AB, BS)",6,807,33.1,3345.6
933,District of Columbia,DC,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,953,34.9,3382.2
934,District of Columbia,DC,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,540,35.5,3394
935,District of Columbia,DC,2019,M,Unknown or Not Stated,9,58,30,3036.6
936,District of Columbia,DC,2020,F,8th grade or less,1,132,31.4,3156.1
937,District of Columbia,DC,2020,F,9th through 12th grade with no diploma,2,399,25.3,2989.1
938,District of Columbia,DC,2020,F,High school graduate or GED completed,3,894,27.6,3016.4
939,District of Columbia,DC,2020,F,"Some college credit, but not a degree",4,557,28.8,3077.2
940,District of Columbia,DC,2020,F,"Associate degree (AA, AS)",5,122,31.1,3026.5
941,District of Columbia,DC,2020,F,"Bachelor's degree (BA, AB, BS)",6,773,33.1,3237.7
942,District of Columbia,DC,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,914,35.1,3241.1
943,District of Columbia,DC,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,454,35.5,3228
944,District of Columbia,DC,2020,F,Unknown or Not Stated,9,47,29.5,3036.3
945,District of Columbia,DC,2020,M,8th grade or less,1,141,31,3273.4
946,District of Columbia,DC,2020,M,9th through 12th grade with no diploma,2,407,26,3106
947,District of Columbia,DC,2020,M,High school graduate or GED completed,3,903,27.2,3134.2
948,District of Columbia,DC,2020,M,"Some college credit, but not a degree",4,571,29,3204.7
949,District of Columbia,DC,2020,M,"Associate degree (AA, AS)",5,125,31.2,3304.5
950,District of Columbia,DC,2020,M,"Bachelor's degree (BA, AB, BS)",6,835,33,3352.3
951,District of Columbia,DC,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1023,35,3359.4
952,District of Columbia,DC,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,540,35.4,3392
953,District of Columbia,DC,2020,M,Unknown or Not Stated,9,37,31.2,3038.8
954,District of Columbia,DC,2021,F,8th grade or less,1,137,29.3,3078
955,District of Columbia,DC,2021,F,9th through 12th grade with no diploma,2,322,26.4,2967.8
956,District of Columbia,DC,2021,F,High school graduate or GED completed,3,884,27.4,3009.5
957,District of Columbia,DC,2021,F,"Some college credit, but not a degree",4,505,28.9,3083
958,District of Columbia,DC,2021,F,"Associate degree (AA, AS)",5,122,30.8,2946.1
959,District of Columbia,DC,2021,F,"Bachelor's degree (BA, AB, BS)",6,728,33.3,3263.5
960,District of Columbia,DC,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,966,35.2,3227.3
961,District of Columbia,DC,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,517,35.5,3204
962,District of Columbia,DC,2021,F,Unknown or Not Stated,9,84,28.4,3144
963,District of Columbia,DC,2021,M,8th grade or less,1,168,30.8,3300.5
964,District of Columbia,DC,2021,M,9th through 12th grade with no diploma,2,366,26,3110.4
965,District of Columbia,DC,2021,M,High school graduate or GED completed,3,820,27.4,3127.6
966,District of Columbia,DC,2021,M,"Some college credit, but not a degree",4,548,29.2,3187.4
967,District of Columbia,DC,2021,M,"Associate degree (AA, AS)",5,104,31.7,3197.7
968,District of Columbia,DC,2021,M,"Bachelor's degree (BA, AB, BS)",6,771,33.2,3389.9
969,District of Columbia,DC,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,982,35.1,3395.9
970,District of Columbia,DC,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,536,35.5,3338.6
971,District of Columbia,DC,2021,M,Unknown or Not Stated,9,100,28.4,3220.5
972,Florida,FL,2016,F,8th grade or less,1,3280,28.8,3191.6
973,Florida,FL,2016,F,9th through 12th grade with no diploma,2,10133,25,3077.4
974,Florida,FL,2016,F,High school graduate or GED completed,3,34044,27,3139.5
975,Florida,FL,2016,F,"Some college credit, but not a degree",4,20858,28.3,3186.9
976,Florida,FL,2016,F,"Associate degree (AA, AS)",5,11024,29.9,3214.9
977,Florida,FL,2016,F,"Bachelor's degree (BA, AB, BS)",6,19518,31.5,3244.9
978,Florida,FL,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7625,32.9,3236.4
979,Florida,FL,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2235,33.6,3214.1
980,Florida,FL,2016,F,Unknown or Not Stated,9,1136,29.6,3072.7
981,Florida,FL,2016,M,8th grade or less,1,3415,28.6,3280.5
982,Florida,FL,2016,M,9th through 12th grade with no diploma,2,10729,25,3189.9
983,Florida,FL,2016,M,High school graduate or GED completed,3,35483,27,3257.3
984,Florida,FL,2016,M,"Some college credit, but not a degree",4,21713,28.3,3312.3
985,Florida,FL,2016,M,"Associate degree (AA, AS)",5,11575,29.9,3334.3
986,Florida,FL,2016,M,"Bachelor's degree (BA, AB, BS)",6,20437,31.5,3376.2
987,Florida,FL,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8272,32.8,3360.1
988,Florida,FL,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2302,33.6,3351
989,Florida,FL,2016,M,Unknown or Not Stated,9,1243,29.6,3213.8
990,Florida,FL,2017,F,8th grade or less,1,3238,28.7,3172.9
991,Florida,FL,2017,F,9th through 12th grade with no diploma,2,9890,25.2,3081.5
992,Florida,FL,2017,F,High school graduate or GED completed,3,34083,27.1,3128.8
993,Florida,FL,2017,F,"Some college credit, but not a degree",4,20499,28.5,3172.8
994,Florida,FL,2017,F,"Associate degree (AA, AS)",5,11040,30,3206.2
995,Florida,FL,2017,F,"Bachelor's degree (BA, AB, BS)",6,19508,31.6,3247.5
996,Florida,FL,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,7709,33,3244.8
997,Florida,FL,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2236,33.8,3229.9
998,Florida,FL,2017,F,Unknown or Not Stated,9,1190,29.9,3083.6
999,Florida,FL,2017,M,8th grade or less,1,3385,28.6,3278.8
1000,Florida,FL,2017,M,9th through 12th grade with no diploma,2,10262,25.2,3181.9
1001,Florida,FL,2017,M,High school graduate or GED completed,3,35495,27.1,3249.1
1002,Florida,FL,2017,M,"Some college credit, but not a degree",4,21261,28.4,3295.9
1003,Florida,FL,2017,M,"Associate degree (AA, AS)",5,11531,30,3325.5
1004,Florida,FL,2017,M,"Bachelor's degree (BA, AB, BS)",6,20494,31.6,3368.9
1005,Florida,FL,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8160,32.9,3366.2
1006,Florida,FL,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2420,33.7,3324.8
1007,Florida,FL,2017,M,Unknown or Not Stated,9,1229,30,3143.6
1008,Florida,FL,2018,F,8th grade or less,1,3154,28.9,3195.8
1009,Florida,FL,2018,F,9th through 12th grade with no diploma,2,9177,25.4,3073
1010,Florida,FL,2018,F,High school graduate or GED completed,3,33099,27.3,3138.3
1011,Florida,FL,2018,F,"Some college credit, but not a degree",4,19849,28.6,3185.1
1012,Florida,FL,2018,F,"Associate degree (AA, AS)",5,11098,30.2,3213
1013,Florida,FL,2018,F,"Bachelor's degree (BA, AB, BS)",6,20022,31.7,3238.3
1014,Florida,FL,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8009,33,3247.8
1015,Florida,FL,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2392,33.8,3228.8
1016,Florida,FL,2018,F,Unknown or Not Stated,9,1288,29.2,3069.6
1017,Florida,FL,2018,M,8th grade or less,1,3250,29,3298.9
1018,Florida,FL,2018,M,9th through 12th grade with no diploma,2,9745,25.5,3202.7
1019,Florida,FL,2018,M,High school graduate or GED completed,3,34528,27.3,3255.1
1020,Florida,FL,2018,M,"Some college credit, but not a degree",4,20761,28.6,3292
1021,Florida,FL,2018,M,"Associate degree (AA, AS)",5,11719,30.1,3326
1022,Florida,FL,2018,M,"Bachelor's degree (BA, AB, BS)",6,21394,31.7,3366.9
1023,Florida,FL,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8309,33,3367
1024,Florida,FL,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2495,33.6,3352.4
1025,Florida,FL,2018,M,Unknown or Not Stated,9,1253,29.1,3234.3
1026,Florida,FL,2019,F,8th grade or less,1,3082,28.6,3163.3
1027,Florida,FL,2019,F,9th through 12th grade with no diploma,2,8717,25.5,3070.8
1028,Florida,FL,2019,F,High school graduate or GED completed,3,33182,27.4,3128.9
1029,Florida,FL,2019,F,"Some college credit, but not a degree",4,19131,28.9,3172.4
1030,Florida,FL,2019,F,"Associate degree (AA, AS)",5,10955,30.3,3213.1
1031,Florida,FL,2019,F,"Bachelor's degree (BA, AB, BS)",6,20534,31.8,3236.5
1032,Florida,FL,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8255,33.2,3244.6
1033,Florida,FL,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2569,34,3208.5
1034,Florida,FL,2019,F,Unknown or Not Stated,9,1028,29.4,3095.8
1035,Florida,FL,2019,M,8th grade or less,1,3170,28.6,3261.5
1036,Florida,FL,2019,M,9th through 12th grade with no diploma,2,8943,25.4,3184.9
1037,Florida,FL,2019,M,High school graduate or GED completed,3,35154,27.3,3247.3
1038,Florida,FL,2019,M,"Some college credit, but not a degree",4,19924,28.8,3292.9
1039,Florida,FL,2019,M,"Associate degree (AA, AS)",5,11631,30.2,3318.2
1040,Florida,FL,2019,M,"Bachelor's degree (BA, AB, BS)",6,21706,31.8,3368.7
1041,Florida,FL,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8355,33.2,3367.8
1042,Florida,FL,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2657,33.9,3328.3
1043,Florida,FL,2019,M,Unknown or Not Stated,9,1009,29.5,3157.2
1044,Florida,FL,2020,F,8th grade or less,1,2897,28.8,3165.7
1045,Florida,FL,2020,F,9th through 12th grade with no diploma,2,7952,25.5,3081
1046,Florida,FL,2020,F,High school graduate or GED completed,3,31783,27.4,3134
1047,Florida,FL,2020,F,"Some college credit, but not a degree",4,17663,29,3173.1
1048,Florida,FL,2020,F,"Associate degree (AA, AS)",5,10686,30.3,3204.7
1049,Florida,FL,2020,F,"Bachelor's degree (BA, AB, BS)",6,20085,31.9,3240.9
1050,Florida,FL,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8029,33.3,3232.9
1051,Florida,FL,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2424,33.9,3212.6
1052,Florida,FL,2020,F,Unknown or Not Stated,9,773,29.6,3074.7
1053,Florida,FL,2020,M,8th grade or less,1,3020,28.5,3272.3
1054,Florida,FL,2020,M,9th through 12th grade with no diploma,2,8275,25.6,3184.5
1055,Florida,FL,2020,M,High school graduate or GED completed,3,33402,27.4,3247.8
1056,Florida,FL,2020,M,"Some college credit, but not a degree",4,18310,28.9,3291.1
1057,Florida,FL,2020,M,"Associate degree (AA, AS)",5,11196,30.3,3318.6
1058,Florida,FL,2020,M,"Bachelor's degree (BA, AB, BS)",6,21154,31.8,3364.9
1059,Florida,FL,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8529,33.2,3354.7
1060,Florida,FL,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2632,34,3313.6
1061,Florida,FL,2020,M,Unknown or Not Stated,9,861,29.4,3175.2
1062,Florida,FL,2021,F,8th grade or less,1,2875,28.7,3162.2
1063,Florida,FL,2021,F,9th through 12th grade with no diploma,2,7517,25.8,3082.5
1064,Florida,FL,2021,F,High school graduate or GED completed,3,32249,27.5,3123.8
1065,Florida,FL,2021,F,"Some college credit, but not a degree",4,17985,29.2,3168.1
1066,Florida,FL,2021,F,"Associate degree (AA, AS)",5,11321,30.4,3182.7
1067,Florida,FL,2021,F,"Bachelor's degree (BA, AB, BS)",6,21192,31.9,3228.2
1068,Florida,FL,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,8834,33.4,3228.6
1069,Florida,FL,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2681,34.1,3203.6
1070,Florida,FL,2021,F,Unknown or Not Stated,9,1113,29.9,2990.8
1071,Florida,FL,2021,M,8th grade or less,1,2992,28.5,3261.6
1072,Florida,FL,2021,M,9th through 12th grade with no diploma,2,7823,25.9,3194.3
1073,Florida,FL,2021,M,High school graduate or GED completed,3,33852,27.5,3239.9
1074,Florida,FL,2021,M,"Some college credit, but not a degree",4,18578,29.3,3283
1075,Florida,FL,2021,M,"Associate degree (AA, AS)",5,11647,30.4,3307.7
1076,Florida,FL,2021,M,"Bachelor's degree (BA, AB, BS)",6,22530,31.9,3349.4
1077,Florida,FL,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,9001,33.2,3340.4
1078,Florida,FL,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2874,34.1,3318.3
1079,Florida,FL,2021,M,Unknown or Not Stated,9,1196,29.8,3069.3
1080,Georgia,GA,2016,F,8th grade or less,1,2420,28.9,3202.1
1081,Georgia,GA,2016,F,9th through 12th grade with no diploma,2,6825,24.5,3052.8
1082,Georgia,GA,2016,F,High school graduate or GED completed,3,18814,26,3093.6
1083,Georgia,GA,2016,F,"Some college credit, but not a degree",4,12209,27.5,3137.7
1084,Georgia,GA,2016,F,"Associate degree (AA, AS)",5,4307,29.4,3165.2
1085,Georgia,GA,2016,F,"Bachelor's degree (BA, AB, BS)",6,13299,31.2,3228.1
1086,Georgia,GA,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4522,32.8,3235.2
1087,Georgia,GA,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1008,33.6,3216.2
1088,Georgia,GA,2016,F,Unknown or Not Stated,9,558,28.8,3080.4
1089,Georgia,GA,2016,M,8th grade or less,1,2474,28.8,3305.7
1090,Georgia,GA,2016,M,9th through 12th grade with no diploma,2,7008,24.2,3146.2
1091,Georgia,GA,2016,M,High school graduate or GED completed,3,19456,26.1,3213
1092,Georgia,GA,2016,M,"Some college credit, but not a degree",4,12774,27.4,3265.6
1093,Georgia,GA,2016,M,"Associate degree (AA, AS)",5,4359,29.4,3308.3
1094,Georgia,GA,2016,M,"Bachelor's degree (BA, AB, BS)",6,13435,31.2,3346.7
1095,Georgia,GA,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4828,32.6,3346.2
1096,Georgia,GA,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1125,33.9,3334.4
1097,Georgia,GA,2016,M,Unknown or Not Stated,9,621,28.7,3214.6
1098,Georgia,GA,2017,F,8th grade or less,1,2122,29.2,3167.8
1099,Georgia,GA,2017,F,9th through 12th grade with no diploma,2,6106,24.5,3043.5
1100,Georgia,GA,2017,F,High school graduate or GED completed,3,19130,26.2,3097.8
1101,Georgia,GA,2017,F,"Some college credit, but not a degree",4,11984,27.6,3127.8
1102,Georgia,GA,2017,F,"Associate degree (AA, AS)",5,4453,29.5,3179.8
1103,Georgia,GA,2017,F,"Bachelor's degree (BA, AB, BS)",6,13726,31.3,3215.6
1104,Georgia,GA,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4238,32.6,3230.8
1105,Georgia,GA,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1058,33.8,3239.8
1106,Georgia,GA,2017,F,Unknown or Not Stated,9,396,29.1,3100.4
1107,Georgia,GA,2017,M,8th grade or less,1,2289,29.5,3294.1
1108,Georgia,GA,2017,M,9th through 12th grade with no diploma,2,6514,24.4,3149.8
1109,Georgia,GA,2017,M,High school graduate or GED completed,3,20259,26.2,3208.5
1110,Georgia,GA,2017,M,"Some college credit, but not a degree",4,12284,27.6,3246.8
1111,Georgia,GA,2017,M,"Associate degree (AA, AS)",5,4480,29.4,3294.3
1112,Georgia,GA,2017,M,"Bachelor's degree (BA, AB, BS)",6,14268,31.3,3338
1113,Georgia,GA,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4416,32.5,3356.1
1114,Georgia,GA,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1087,33.8,3352.9
1115,Georgia,GA,2017,M,Unknown or Not Stated,9,433,28.9,3156.5
1116,Georgia,GA,2018,F,8th grade or less,1,2031,28.8,3192.8
1117,Georgia,GA,2018,F,9th through 12th grade with no diploma,2,5767,24.5,3059.5
1118,Georgia,GA,2018,F,High school graduate or GED completed,3,19316,26.3,3090.1
1119,Georgia,GA,2018,F,"Some college credit, but not a degree",4,11381,27.7,3128
1120,Georgia,GA,2018,F,"Associate degree (AA, AS)",5,4634,29.6,3175.7
1121,Georgia,GA,2018,F,"Bachelor's degree (BA, AB, BS)",6,12964,31.4,3215.1
1122,Georgia,GA,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4290,32.9,3211.9
1123,Georgia,GA,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1032,34,3217
1124,Georgia,GA,2018,F,Unknown or Not Stated,9,297,28.4,3031.7
1125,Georgia,GA,2018,M,8th grade or less,1,2055,29,3261.5
1126,Georgia,GA,2018,M,9th through 12th grade with no diploma,2,6111,24.6,3173.7
1127,Georgia,GA,2018,M,High school graduate or GED completed,3,20425,26.4,3201.2
1128,Georgia,GA,2018,M,"Some college credit, but not a degree",4,11512,27.8,3249.9
1129,Georgia,GA,2018,M,"Associate degree (AA, AS)",5,4836,29.8,3269.6
1130,Georgia,GA,2018,M,"Bachelor's degree (BA, AB, BS)",6,13705,31.4,3343.4
1131,Georgia,GA,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4455,32.7,3328.4
1132,Georgia,GA,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1082,34,3315
1133,Georgia,GA,2018,M,Unknown or Not Stated,9,279,29.4,3092.2
1134,Georgia,GA,2019,F,8th grade or less,1,1982,28.7,3186.7
1135,Georgia,GA,2019,F,9th through 12th grade with no diploma,2,5840,24.8,3036.7
1136,Georgia,GA,2019,F,High school graduate or GED completed,3,19412,26.4,3086.5
1137,Georgia,GA,2019,F,"Some college credit, but not a degree",4,11170,28,3135.4
1138,Georgia,GA,2019,F,"Associate degree (AA, AS)",5,4926,29.8,3134.7
1139,Georgia,GA,2019,F,"Bachelor's degree (BA, AB, BS)",6,13083,31.4,3206.3
1140,Georgia,GA,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4252,32.8,3207.3
1141,Georgia,GA,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1036,34,3193.7
1142,Georgia,GA,2019,F,Unknown or Not Stated,9,356,28.7,3054.1
1143,Georgia,GA,2019,M,8th grade or less,1,2041,29,3262.6
1144,Georgia,GA,2019,M,9th through 12th grade with no diploma,2,6011,24.7,3160.9
1145,Georgia,GA,2019,M,High school graduate or GED completed,3,20170,26.4,3204.4
1146,Georgia,GA,2019,M,"Some college credit, but not a degree",4,11548,27.8,3252
1147,Georgia,GA,2019,M,"Associate degree (AA, AS)",5,4918,29.7,3268.2
1148,Georgia,GA,2019,M,"Bachelor's degree (BA, AB, BS)",6,13819,31.4,3321
1149,Georgia,GA,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4357,32.8,3312.1
1150,Georgia,GA,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1109,34.1,3327.5
1151,Georgia,GA,2019,M,Unknown or Not Stated,9,341,28.7,3253.9
1152,Georgia,GA,2020,F,8th grade or less,1,1870,29,3155.3
1153,Georgia,GA,2020,F,9th through 12th grade with no diploma,2,5318,24.8,3052.3
1154,Georgia,GA,2020,F,High school graduate or GED completed,3,19392,26.6,3097.2
1155,Georgia,GA,2020,F,"Some college credit, but not a degree",4,10311,28,3117.8
1156,Georgia,GA,2020,F,"Associate degree (AA, AS)",5,4691,29.9,3158.2
1157,Georgia,GA,2020,F,"Bachelor's degree (BA, AB, BS)",6,12654,31.4,3216.1
1158,Georgia,GA,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4356,32.8,3214.3
1159,Georgia,GA,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1021,34.2,3214.4
1160,Georgia,GA,2020,F,Unknown or Not Stated,9,200,30,2938.7
1161,Georgia,GA,2020,M,8th grade or less,1,1940,29.1,3267.9
1162,Georgia,GA,2020,M,9th through 12th grade with no diploma,2,5567,24.8,3174.5
1163,Georgia,GA,2020,M,High school graduate or GED completed,3,20283,26.5,3192.3
1164,Georgia,GA,2020,M,"Some college credit, but not a degree",4,10835,28,3257.8
1165,Georgia,GA,2020,M,"Associate degree (AA, AS)",5,4818,29.8,3270.4
1166,Georgia,GA,2020,M,"Bachelor's degree (BA, AB, BS)",6,13538,31.4,3319.5
1167,Georgia,GA,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4374,32.7,3358.2
1168,Georgia,GA,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1092,33.9,3326
1169,Georgia,GA,2020,M,Unknown or Not Stated,9,213,28.7,3088.6
1170,Georgia,GA,2021,F,8th grade or less,1,1781,29,3166.8
1171,Georgia,GA,2021,F,9th through 12th grade with no diploma,2,4973,25,3048.6
1172,Georgia,GA,2021,F,High school graduate or GED completed,3,19743,26.7,3072
1173,Georgia,GA,2021,F,"Some college credit, but not a degree",4,9734,28.2,3134.9
1174,Georgia,GA,2021,F,"Associate degree (AA, AS)",5,4923,30,3137
1175,Georgia,GA,2021,F,"Bachelor's degree (BA, AB, BS)",6,13581,31.5,3187
1176,Georgia,GA,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4633,32.9,3199.6
1177,Georgia,GA,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1202,34.2,3184.8
1178,Georgia,GA,2021,F,Unknown or Not Stated,9,180,28.9,2995.9
1179,Georgia,GA,2021,M,8th grade or less,1,1881,29,3240.9
1180,Georgia,GA,2021,M,9th through 12th grade with no diploma,2,5201,24.8,3130.5
1181,Georgia,GA,2021,M,High school graduate or GED completed,3,20573,26.7,3188.6
1182,Georgia,GA,2021,M,"Some college credit, but not a degree",4,10352,28.2,3228.5
1183,Georgia,GA,2021,M,"Associate degree (AA, AS)",5,4975,29.9,3265.3
1184,Georgia,GA,2021,M,"Bachelor's degree (BA, AB, BS)",6,13870,31.5,3318.4
1185,Georgia,GA,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,5042,32.8,3316.4
1186,Georgia,GA,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1281,34,3319.6
1187,Georgia,GA,2021,M,Unknown or Not Stated,9,148,28.7,3113.8
1188,Hawaii,HI,2016,F,8th grade or less,1,81,28,3171.9
1189,Hawaii,HI,2016,F,9th through 12th grade with no diploma,2,1394,26.7,3113.9
1190,Hawaii,HI,2016,F,High school graduate or GED completed,3,1657,26.4,3218.8
1191,Hawaii,HI,2016,F,"Some college credit, but not a degree",4,1712,28.3,3206.3
1192,Hawaii,HI,2016,F,"Associate degree (AA, AS)",5,1027,29.9,3145.2
1193,Hawaii,HI,2016,F,"Bachelor's degree (BA, AB, BS)",6,1862,31.9,3183.3
1194,Hawaii,HI,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,673,34,3152.4
1195,Hawaii,HI,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,112,34.8,3259.3
1196,Hawaii,HI,2016,F,Unknown or Not Stated,9,46,29.3,3033.5
1197,Hawaii,HI,2016,M,8th grade or less,1,76,27.4,3174.4
1198,Hawaii,HI,2016,M,9th through 12th grade with no diploma,2,1565,26.8,3201.7
1199,Hawaii,HI,2016,M,High school graduate or GED completed,3,1800,26.5,3296.8
1200,Hawaii,HI,2016,M,"Some college credit, but not a degree",4,1764,28.4,3316.1
1201,Hawaii,HI,2016,M,"Associate degree (AA, AS)",5,1271,30.3,3238.3
1202,Hawaii,HI,2016,M,"Bachelor's degree (BA, AB, BS)",6,2033,31.7,3295.6
1203,Hawaii,HI,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,825,34.1,3282.3
1204,Hawaii,HI,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,104,34.2,3351.1
1205,Hawaii,HI,2016,M,Unknown or Not Stated,9,57,29.8,3124
1206,Hawaii,HI,2017,F,8th grade or less,1,62,27.3,3058.8
1207,Hawaii,HI,2017,F,9th through 12th grade with no diploma,2,1438,26.4,3119.2
1208,Hawaii,HI,2017,F,High school graduate or GED completed,3,1465,26.7,3198.5
1209,Hawaii,HI,2017,F,"Some college credit, but not a degree",4,1630,28.3,3203.9
1210,Hawaii,HI,2017,F,"Associate degree (AA, AS)",5,1051,30.4,3148
1211,Hawaii,HI,2017,F,"Bachelor's degree (BA, AB, BS)",6,1823,32.3,3203.4
1212,Hawaii,HI,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,730,33.8,3202.9
1213,Hawaii,HI,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,126,34.5,3258.9
1214,Hawaii,HI,2017,F,Unknown or Not Stated,9,54,28.8,2937.4
1215,Hawaii,HI,2017,M,8th grade or less,1,87,27.2,3248.5
1216,Hawaii,HI,2017,M,9th through 12th grade with no diploma,2,1606,26.5,3175.5
1217,Hawaii,HI,2017,M,High school graduate or GED completed,3,1659,26.8,3316.5
1218,Hawaii,HI,2017,M,"Some college credit, but not a degree",4,1762,28.5,3306
1219,Hawaii,HI,2017,M,"Associate degree (AA, AS)",5,1123,30.1,3258.2
1220,Hawaii,HI,2017,M,"Bachelor's degree (BA, AB, BS)",6,1977,32,3296.9
1221,Hawaii,HI,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,741,33.8,3288.6
1222,Hawaii,HI,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,123,34.7,3345.1
